airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
K55J,4999,100,ASP,0,0,8,26
K55J,5152,100,ASP,1,0,13,31
K55J,3580,150,ASP,0,1,18,36
K55K,3380,60,ASP,0,0,17,35
K55M,3000,60,ASP,0,0,18,36
K55Y,3200,60,ASP,1,0,16,34
K56D,3997,75,ASP,1,0,18,36
K56F,2800,50,GVL,0,0,7,25
K56F,3300,60,ASP,1,0,16,34
K57C,3900,75,ASP,1,0,8,26
K57C,2446,150,GRS,0,0,18,36
K57S,3570,30,ASP,0,0,14,32
K58M,3000,70,ASP,1,0,13,31
K5A1,4210,75,ASP,1,0,10,28
K5A4,3200,60,ASP,1,0,18,36
K5A6,3000,50,ASP,1,0,3,21
K5A9,3000,75,ASP,1,0,17,35
K5B2,4700,100,PEM,1,0,5,23
K5B2,4000,100,PEM,1,0,14,32
K5B5,2500,80,GRS,0,0,8,26
K5B5,3200,60,ASP,1,0,12,30
K5C1,4340,60,ASP,1,0,17,35
K5C3,3850,60,ASP,1,0,17,35
K5C8,3700,60,CON,1,0,8,26
K5C8,2235,120,GRS,0,0,17,35
K5F0,3000,75,ASP,1,0,14,32
K5F1,2210,60,ASP,1,0,6,24
K5F1,4200,60,ASP,1,0,17,35
K5F4,3199,60,ASP,1,0,12,30
K5G6,3570,180,GRE,0,0,10,28
K5G7,4126,75,ASP,1,0,5,23
K5H4,3600,60,ASP,1,0,11,29
K5I4,3760,50,ASP,1,0,5,23
K5I4,3590,88,GRS,0,0,9,27
K5J9,3694,60,ASP,1,0,8,26
K5K1,2900,32,ASP,1,0,18,36
K5L0,3500,60,ASP,1,0,15,33
K5M0,3599,75,ASP,1,0,18,36
K5M3,3625,50,ASP,1,0,2,20
K5M4,3183,60,ASPH-E,1,0,5,23
K5M5,3865,75,ASP,1,0,13,31
K5M8,4403,60,ASP,1,0,8,26
K5M9,4400,75,ASP,1,0,7,25
K5N2,3250,60,ASP,1,0,9,27
K5N8,3900,75,CON,1,0,13,31
K5P2,3800,60,ASP,1,0,13,31
K5R1,4000,80,ASP,1,0,12,30
K5R2,3500,50,ASPH-G,1,0,18,36
K5R4,3700,75,ASP,1,0,18,36
K5R8,5000,75,ASP,1,0,15,33
K5S0,3610,47,ASP,0,0,9,27
K5S2,3900,30,ASP,0,0,13,31
K5S6,5100,150,ASP,0,0,14,32
K5S9,3780,32,ASP,0,0,16,34
K5T6,8500,100,ASP,1,0,10,28
K5T9,5506,100,ASPH-F,1,0,13,31
K5U1,3130,115,COP,1,0,16,34
K5U5,1525,90,GRS,0,0,7,25
K5U5,3800,40,ASP,1,0,18,36
K5U7,3827,50,ASP,0,0,7,25
K5V5,4840,75,ASP,0,0,2,20
K5W1,3074,50,ASP,0,0,10,28
K5W4,3402,60,ASP,1,0,4,22
K5W5,3004,40,ASP,1,0,16,34
K5W8,5001,75,ASP,1,0,4,22
K5Y1,3700,60,ASP,1,0,9,27
K60C,3085,100,GRS,1,0,6,24
K60F,4300,50,ASP,1,0,17,35
K60J,4000,75,ASP,1,0,6,24
K60R,3204,60,ASP,1,0,17,35
K61A,4303,80,ASP,1,0,18,36
K61B,2200,60,ASP,0,0,09L,27R
K61B,4800,75,ASP,1,0,09R,27L
K61B,3850,75,ASP,1,0,15,33
K61C,3801,60,ASP,1,0,3,21
K61R,4000,60,ASPH-F,1,0,14,32
K61S,3188,60,ASP,1,0,15,33
K62D,2907,30,ASP,1,0,4,22
K62D,2700,140,GRE,0,0,18,36
K62S,5200,60,ASP,1,0,7,25
K63,1845,120,TURF-G,0,0,4,22
K63,1690,75,TURF-G,0,0,12,30
K63B,2973,50,ASP,1,0,11,29
K63C,2825,100,GRS,0,0,8,26
K63C,3400,60,ASP,1,0,15,33
K63F,4240,60,ASP,1,0,16,34
K63M,3198,50,ASP,1,0,7,25
K64,3030,80,TURF-GRVL-F,0,0,16,34
K64S,4000,50,ASP,1,0,2,20
K65,2000,110,TURF-F,0,0,6,24
K65,2000,110,TURF-F,0,0,13,31
K65,2400,40,ASPH-G,0,0,17,35
K65J,3000,50,ASP,1,0,11,29
K65S,4000,75,ASP,1,0,2,20
K66R,3800,60,ASP,1,0,15,33
K66V,3000,45,ASP,0,0,3,21
K66Y,3800,75,ASP,1,0,18,36
K67,2500,50,ASPH-G,0,0,17,35
K67A,3593,78,ASP,1,0,15,33
K67L,5100,75,ASP,1,0,1,19
K67R,4000,75,ASPH-G,1,0,16,34
K68,2660,45,ASPH-G,0,0,1,19
K68F,3300,50,ASP,1,0,15,33
K68J,3249,50,ASP,1,0,16,34
K68S,2271,45,GVL,0,0,3,21
K68S,3107,50,ASP,1,0,5,23
K69K,3184,30,ASP,1,0,17,35
K69V,4048,75,ASPH-F,1,0,8,26
K69V,3640,80,GRS,0,0,12,30
K69V,2079,100,GRS,0,0,18,36
K6A1,2400,500,GRS,0,0,6,24
K6A1,4000,70,ASP,1,0,18,36
K6A2,3701,75,ASP,1,0,14,32
K6A4,4498,75,ASP,0,0,6,24
K6B9,3322,120,GRS,0,0,4,22
K6B9,3134,56,ASP,1,0,10,28
K6D1,3500,60,ASP,1,0,15,33
K6D6,4200,75,ASP,1,0,10,28
K6D6,1750,200,GRS,0,0,18,36
K6D8,2700,100,GRS,0,0,5,23
K6D8,2700,100,GRS,0,0,8,26
K6D8,4202,75,ASP,1,0,13,31
K6D8,3300,100,GRS,0,0,17,35
K6D9,4802,75,ASP,1,0,8,26
K6E5,3700,60,ASP,1,0,15,33
K6G0,3469,40,ASP,1,0,8,26
K6G1,4902,75,ASP,1,0,18,36
K6G4,3355,90,GRS,1,0,6,24
K6G4,2600,65,GRS,0,0,9,27
K6G5,4004,65,ASP,1,0,9,27
K6I2,5000,75,ASP,1,0,11,29
K6I4,3600,30,CON,1,0,18,36
K6I6,5892,75,ASP,1,0,9,27
K6J0,4335,60,ASP,1,0,18,36
K6J2,3200,60,ASP,1,0,5,23
K6J4,3200,60,ASP,1,0,1,19
K6J7,3200,100,GRS,1,0,16,34
K6K3,3700,60,CONC-E,1,0,13,31
K6K3,2100,200,GRE,0,0,18,36
K6K4,3620,60,ASP,1,0,17,35
K6K5,3550,30,ASP,0,0,2,20
K6L3,1820,100,GRE,0,0,3,21
K6L3,3050,50,ASP,1,0,14,32
K6L4,3600,75,ASP,1,0,6,24
K6L5,3450,60,ASP,1,0,14,32
K6M0,4227,150,ASP,1,0,18,36
K6M2,4524,50,ASP,1,0,13,31
K6M6,3500,60,CON,1,0,18,36
K6M7,4000,50,ASP,1,0,18,36
K6R3,4998,75,ASP,1,0,16,34
K6R6,4525,75,ASP,1,0,4,22
K6R6,4525,75,ASP,1,0,13,31
K6S0,5285,75,ASP,1,0,6,24
K6S0,4000,100,TURF-G,0,0,18,36
K6S1,3400,42,ASP,1,0,16,34
K6S2,2916,60,ASP,1,0,15,33
K6S3,3814,75,ASP,1,0,10,28
K6S5,4198,75,ASP,1,0,16,34
K6S8,5200,50,ASP,1,0,4,22
K6S8,1100,60,GRS,0,0,9,27
K6S8,2209,50,ASP,1,0,14,32
K6U7,3060,45,ASP,1,0,7,25
K6V0,3900,60,ASP,1,0,12,30
K6V0,2015,100,GRS,0,0,16,34
K6V4,3500,60,ASP,1,0,12,30
K6V5,3500,60,ASP,1,0,11,29
K6Y1,3500,75,ASP,1,0,10,28
K70A,3390,80,ASP,1,0,18,36
K70J,4000,75,ASPH-G,1,0,13,31
K71,2700,130,TURF-G,0,0,2,20
K71,2700,370,TURF-G,0,0,15,33
K71A,4462,80,ASP,0,0,9,27
K71J,4200,80,ASP,1,0,12,30
K71N,3250,250,GRS,0,0,5,23
K72F,3090,50,ASP,1,0,17,35
K73C,3850,45,ASP,1,0,18,36
K74S,3015,60,ASP,1,0,18,36
K74V,6500,75,ASP,1,0,7,25
K75J,3204,50,ASP,1,0,16,34
K76F,3230,50,ASP,1,0,17,35
K76G,3100,60,ASP,1,0,4,22
K77F,3204,40,ASP,1,0,17,35
K77G,3500,75,ASP,1,0,1,19
K77G,3800,75,ASP,1,0,9,27
K77S,3101,60,ASP,1,0,15,33
K78R,3800,50,ASP,1,0,17,35
K78Y,3050,20,COP,1,0,17,35
K79D,3200,50,ASP,1,0,8,26
K79J,5001,100,ASP,1,0,11,29
K79S,4300,75,ASP,1,0,5,23
K79S,1700,75,GRS,0,0,14,32
K7A0,3495,78,ASP,1,0,18,36
K7A3,3148,80,ASP,1,0,8,26
K7A4,2996,30,ASP,1,0,18,36
K7A5,3697,80,ASP,1,0,11,29
K7A6,4103,80,ASP,1,0,5,23
K7A8,3000,60,ASPH-G,0,0,17,35
K7B2,3365,50,ASP,1,0,14,32
K7B6,3242,60,ASP,1,0,10,28
K7D3,2800,100,GRS,0,0,5,23
K7D3,3800,75,ASP,0,0,9,27
K7D9,3250,50,GVL,0,0,1,19
K7F3,4000,150,CON,0,0,13,31
K7F3,1400,275,GRS,0,0,17L,35R
K7F3,4000,75,CON,1,0,17R,35L
K7F5,3750,50,ASP,1,0,18,36
K7F7,3000,50,ASP,1,0,14,32
K7G0,4205,75,ASP,1,0,10,28
K7G8,3500,65,ASP,1,0,11,29
K7G9,3600,60,ASPH-F,1,0,18,36
K7I4,3456,30,ASP,1,0,6,24
K7K4,5000,75,ASP,1,0,3,21
K7K5,3700,60,ASP,1,0,8,26
K7K8,3323,50,ASP,1,0,14,32
K7L2,3700,60,ASP,1,0,9,27
K7L8,3750,47,ASP,1,0,10,28
K7M1,4007,75,ASP,1,0,18,36
K7M2,4502,70,ASP,1,0,9,27
K7M3,4000,50,ASP,1,0,8,26
K7M4,3800,50,ASP,1,0,1,19
K7M5,3302,60,ASP,1,0,4,22
K7M8,3405,60,ASP,1,0,18,36
K7M9,3500,50,ASP,1,0,2,20
K7N1,3270,75,ASP,1,0,14,32
K7S0,4800,75,ASP,1,0,16,34
K7S1,3441,110,GVL,0,0,7,25
K7S1,4300,60,ASP,1,0,17,35
K7S5,2935,60,ASP,1,0,16,34
K7S6,6100,60,ASP,1,0,1,19
K7S6,3200,90,GRS,0,0,13,31
K7S7,2280,300,GRS,0,0,4,22
K7S7,3075,150,GRS,0,0,7,25
K7S7,2140,130,GRS,0,0,10,28
K7S9,2956,45,ASP,1,0,2,20
K7SP,3069,42,ASP,1,0,10,28
K7T7,2800,45,GRE,0,0,6,24
K7T7,5000,42,ASP,1,0,16,34
K7V2,4500,60,ASP,1,0,5,23
K7V3,2912,85,GRS,0,0,9,27
K7V3,2108,100,GRS,1,0,18,36
K7V5,4300,60,ASP,1,0,7,25
K7V6,5491,75,ASP,1,0,14,32
K7V7,3700,60,CON,1,0,15,33
K7V8,3700,60,ASP,1,0,13,31
K7V9,3870,40,ASP,1,0,8,26
K7W5,3956,65,ASPH-G,1,0,10,28
K7W6,4700,100,ASP,1,0,11,29
K7Y4,3800,75,ASP,1,0,14,32
K80D,2437,100,GRS,0,0,9,27
K80D,2978,50,ASP,1,0,18,36
K80F,3299,60,ASP,1,0,17,35
K80T,3660,50,ASP,1,0,9,27
K81B,2997,75,ASP,1,0,15,33
K81R,3800,60,ASP,1,0,13,31
K82A,3200,75,ASP,0,0,14,32
K82C,3686,75,ASP,1,0,14,32
K82J,3200,200,ASP,1,0,18,36
K82V,5336,75,ASP,1,0,8,26
K83D,3800,75,CON,1,0,7,25
K84D,4200,60,ASP,1,0,13,31
K84R,4000,75,ASP,1,0,17,35
K86F,3000,50,ASP,1,0,17,35
K87,2430,130,TURF-G,0,0,10,28
K87,3400,100,TURF-G,0,0,17,35
K87I,5000,100,ASP,1,0,17,35
K87K,3295,50,ASP,1,0,4,22
K87K,2430,50,GRE,0,0,18,36
K87Y,2814,57,ASP,0,0,4,22
K87Y,2203,56,ASP,1,0,9,27
K88J,5005,75,ASP,1,0,17,35
K88M,4200,75,ASP,1,0,18,36
K88R,4185,30,ASP,0,0,17,35
K8A0,6116,100,ASP,1,0,5,23
K8A1,3368,95,ASP,1,0,3,21
K8A3,3998,75,ASP,1,0,3,21
K8A6,2700,40,ASP,1,0,17,35
K8B0,3200,75,ASP,1,0,14,32
K8B1,3260,75,ASP,1,0,2,20
K8B5,3027,40,ASP,1,0,6,24
K8C4,3000,60,CON,1,0,11,29
K8D1,2970,250,GRS,0,0,4,22
K8D1,3600,75,ASP,1,0,14,32
K8D3,1932,150,GRS,0,0,4,22
K8D3,3400,60,ASP,1,0,16,34
K8D7,2800,100,GRS,0,0,3,21
K8D7,3700,60,ASP,1,0,13,31
K8F3,3600,60,ASP,1,0,17,35
K8F5,3080,50,ASP,0,0,17,35
K8F6,3400,60,ASP,1,0,14,32
K8G1,4028,65,ASP,1,0,10,28
K8G2,4100,75,ASP,1,0,14,32
K8G6,4173,75,ASP,1,0,13,31
K8J7,3600,60,ASP,1,0,13,31
K8K2,2138,160,GRS,0,0,12,30
K8K2,3268,38,ASP,1,0,17,35
K8M1,4000,60,ASP,1,0,15,33
K8M8,5047,75,ASP,1,0,18,36
K8M9,3800,70,ASP,1,0,16,34
K8N2,4522,50,ASP,1,0,3,21
K8N8,1900,350,GRS,0,0,9,27
K8S0,4069,74,ASP,0,0,6,24
K8S1,4195,75,ASP,1,0,18,36
K8T6,3800,60,ASP,1,0,13,31
K8T8,3000,40,ASP,0,0,17L,35R
K8U2,3200,60,GRS,0,0,7,25
K8U6,4300,75,ASP,1,0,8,26
K8U8,3999,60,ASP,1,0,16,34
K8V1,6015,60,GRS,0,0,2,20
K8V1,3775,49,ASP,1,0,8,26
K8V2,3000,100,GRE,0,0,5,23
K8V2,4040,50,ASP,1,0,11,29
K8V3,3600,60,ASP,1,0,15,33
K8V7,5000,60,CON,1,0,17,35
K8W2,2920,60,ASP,1,0,6,24
K8WC,4000,60,ASP,1,0,2,20
K8Y6,3000,150,COM,0,0,18,36
K90F,3200,50,ASP,1,0,17,35
K91,1636,100,TURF-G,0,0,15,33
K91,2223,100,TURF-G,0,0,17,35
K91F,3500,60,ASP,1,0,15,33
K92F,3400,60,ASP,1,0,17,35
K93C,695,100,GRS,0,0,9,27
K93C,3200,60,ASP,1,0,17,35
K93F,4036,60,ASP,1,0,18,36
K93Y,2100,150,GRS,0,0,1,19
K93Y,3100,50,ASP,1,0,14,32
K94E,5400,50,ASP,1,0,17,35
K94K,3600,60,ASP,1,0,9,27
K94R,2167,20,ASP,0,0,15,33
K95D,4000,60,ASP,1,0,10,28
K95E,4000,100,ASP,1,0,14,32
K95F,4000,60,ASP,1,0,18,36
K96,2660,30,GRVL-G,0,0,9,27
K96D,3400,60,ASP,1,0,15,33
K97M,3800,75,ASP,1,0,13,31
K98,1790,175,TURF-F,0,0,18,36
K98D,2125,120,GRS,0,0,8,26
K98D,3100,60,ASP,1,0,13,31
K99N,3603,60,ASP,1,0,5,23
K99V,2500,125,TURF-P,0,0,E,W
K9A0,3090,50,ASP,1,0,15,33
K9A1,4203,75,ASP,1,0,10,28
K9A4,5000,150,CON,1,0,13,31
K9A4,5000,150,CON,0,0,17,35
K9A5,5412,50,ASP,1,0,2,20
K9C8,3800,75,ASP,1,0,6,24
K9D0,3700,60,ASP,1,0,12,30
K9D1,3800,60,ASP,1,0,13,31
K9D2,2250,100,GRS,0,0,8,26
K9D2,3900,60,ASP,1,0,12,30
K9D4,3786,50,ASP,1,0,1,19
K9D7,3500,60,ASP,1,0,16,34
K9D9,2400,170,GRS,0,0,9,27
K9D9,3900,75,ASP,1,0,12,30
K9D9,2567,200,GRS,0,0,18,36
K9F0,3200,60,ASP,1,0,15,33
K9F8,3700,60,ASP,1,0,13,31
K9F9,3970,30,ASP,1,0,17,35
K9G2,4000,75,ASP,1,0,9,27
K9G3,3270,50,ASP,1,0,7,25
K9G3,1955,50,GRS,0,1,11,29
K9G8,3204,50,ASP,1,0,7,25
K9G8,1636,150,TURF-DIRT-P,0,0,11U,29U
K9K7,2229,250,GRS,0,0,12,30
K9K7,3919,48,ASP,1,0,17,35
K9K8,3400,60,CON,0,0,11,29
K9K8,4300,75,CON,1,0,18,36
K9L2,5998,150,ASP,1,0,6,24
K9M4,3000,75,ASP,1,0,1,19
K9M6,3000,60,ASP,1,0,18,36
K9M8,3000,50,ASP,1,0,1,19
K9S2,4015,75,ASP,1,0,12,30
K9S4,3450,75,ASP,0,0,12,30
K9S5,5100,60,ASP,1,0,2,20
K9S9,4155,75,ASP,1,0,8,26
K9U0,3600,60,ASP,1,0,7,25
K9U0,2680,90,GRS,0,0,10,28
K9U3,6000,150,ASP,0,1,12,30
K9U3,6000,75,ASP,1,0,18,36
K9U4,5500,75,ASP,1,0,6,24
K9U7,5100,80,GRS,0,0,3,21
K9V5,3900,60,CON,1,0,14,32
K9V6,3709,60,ASP,1,0,14,32
K9V7,3671,60,ASP,1,0,17,35
K9V9,4300,75,ASP,1,0,13,31
K9V9,3400,150,GRS,0,0,18,36
K9X1,3594,46,ASP,1,0,17,35
K9Y1,4200,50,ASP,1,0,12,30
KA08,6377,80,ASP,1,0,16,34
KA09,4800,50,ASP,0,0,17,35
KA20,3700,42,ASP,1,0,18,36
KA24,4250,45,ASP,0,0,5,23
KA30,3700,50,ASP,1,0,16,34
KA32,4365,60,ASP,1,0,16,34
KA34,5343,40,ASP,0,0,5,23
KA39,4751,50,ASP,1,0,4,22
KA50,3440,60,GVL,0,0,8,26
KA50,4500,40,GVL,0,0,17L,35R
KA50,4500,42,ASP,1,0,17R,35L
KAAA,3999,75,ASP,1,0,3,21
KAAA,3003,135,GRS,0,0,14,32
KAAF,5070,150,CON,1,0,6,24
KAAF,5350,150,CON,1,0,13,31
KAAF,5265,150,CON,0,0,18,36
KAAO,6101,100,CON,1,0,18,36
KAAS,5003,75,ASP,1,0,5,23
KAAT,2935,60,ASP,1,0,3,21
KAAT,4301,50,ASP,1,0,13,31
KABE,7600,150,ASP,1,0,6,24
KABE,5797,150,ASP,1,0,13,31
KABI,3678,100,ASP,1,0,4,22
KABI,7198,150,ASP,1,0,17L,35R
KABI,7202,150,ASP,1,0,17R,35L
KABQ,10000,150,CONC-G,0,0,3,21
KABQ,13793,150,CONC-G,0,0,8,26
KABQ,6000,150,CONC-G,0,0,12,30
KABQ,10000,150,ASPH-CONC-F,0,0,17,35
KABR,6901,100,CON,1,0,13,31
KABR,5500,100,ASP,1,0,17,35
KABY,6601,150,ASP,1,0,4,22
KABY,5200,150,ASP,1,0,16,34
KACB,5000,100,ASP,1,0,2,20
KACJ,6021,100,ASP,1,0,5,23
KACJ,3787,75,ASP,0,0,9,27
KACK,6303,150,ASP,1,0,6,24
KACK,2696,50,ASP,0,0,12,30
KACK,4000,100,ASP,1,0,15,33
KACP,4993,75,ASP,1,0,18,36
KACQ,3398,75,ASP,1,0,15,33
KACT,6596,150,ASP,1,0,1,19
KACT,5896,150,ASP,1,0,14,32
KACV,4499,150,ASP,1,0,1,19
KACV,6000,150,ASP,1,0,14,32
KACY,6144,150,PEM,1,0,4,22
KACY,10000,150,ASP,1,0,13,31
KACZ,3998,75,ASP,1,0,9,27
KADC,4005,75,ASP,1,0,16,34
KADG,5001,100,ASP,1,0,5,23
KADG,1810,150,GRS,0,0,11,29
KADH,3103,50,ASP,0,0,13,31
KADH,6203,100,ASP,1,0,17,35
KADM,6761,150,CON,0,1,4,22
KADM,7225,150,CON,0,1,8,26
KADM,9001,150,CON,1,0,13,31
KADM,5350,100,ASP,0,0,17,35
KADS,7202,100,ASP,1,0,15,33
KADT,2400,100,GRS,0,0,3,21
KADT,5001,75,ASP,1,0,16,34
KADT,2420,75,GRS,0,0,17,35
KADU,3640,60,CON,1,0,14,32
KADW,9300,200,CON,1,0,01L,19R
KADW,9755,150,PEM,1,0,01R,19L
KAE,10000,4000,WATER-E,0,0,NW,SE
KAEG,7400,100,ASP,1,0,4,22
KAEG,5999,100,ASP,1,0,17,35
KAEJ,8300,75,ASP,1,0,15,33
KAEL,2899,75,ASP,0,0,4,22
KAEL,4501,100,ASP,1,0,16,34
KAEX,9352,150,CON,1,0,14,32
KAEX,7001,150,ASP,1,1,18,36
KAFF,2153,75,ASP,0,0,8,26
KAFF,4500,75,ASP,0,0,16C,34C
KAFF,3500,75,ASP,0,0,16L,34R
KAFF,4500,40,ASP,0,0,16R,34L
KAFJ,5000,75,ASP,1,0,9,27
KAFK,2550,150,GRS,0,0,5,23
KAFK,4500,75,CON,1,0,15,33
KAFN,2982,134,ASP,1,0,16,34
KAFO,7023,75,ASP,1,0,16,34
KAFP,5498,100,ASP,1,0,16,34
KAFW,11000,150,CONC-GRVD,1,0,16L,34R
KAFW,11010,150,CONC-GRVD,1,0,16R,34L
KAGC,6501,150,CON,1,0,10,28
KAGC,3825,100,CON,1,0,13,31
KAGC,47,45,CONC-G,0,0,H1,H1
KAGO,4610,100,ASP,1,0,18,36
KAGR,8000,150,ASP,1,0,5,23
KAGR,5384,150,ASP,0,1,14,32
KAGS,6001,75,ASP,1,0,8,26
KAGS,8001,150,ASP,1,0,17,35
KAGZ,3500,60,ASP,1,0,8,26
KAGZ,2228,150,GRS,0,0,14,32
KAGZ,1912,100,GRS,0,1,17,35
KAHC,7167,150,ASP,1,0,8,26
KAHH,4001,75,ASP,1,0,18,36
KAHN,4000,100,ASP,1,0,2,20
KAHN,5522,100,ASP,1,0,9,27
KAHQ,4101,75,CON,1,0,2,20
KAHQ,3290,150,GRS,1,0,13,31
KAIA,6200,75,ASP,1,0,8,26
KAIA,9202,150,ASP,1,0,12,30
KAIA,6311,75,ASP,0,0,17,35
KAIB,4600,75,ASP,1,0,5,23
KAIB,4000,80,GRE,0,0,11,29
KAID,5400,100,ASP,1,0,12,30
KAID,3400,75,ASP,1,0,18,36
KAIG,3400,75,ASP,1,0,8,26
KAIG,4001,75,ASP,1,0,16,34
KAIK,3800,75,ASPH-G,0,0,1,19
KAIK,5500,100,ASPH-G,0,0,7,25
KAIO,5000,75,CONC-E,0,0,2,20
KAIO,3911,75,ASP,1,0,12,30
KAIO,1895,185,GRS,0,1,17,35
KAIT,3400,150,GRS,0,0,8,26
KAIT,4018,75,ASP,1,0,16,34
KAIV,4970,80,ASP,1,0,6,24
KAIY,2595,100,ASP,1,0,4,22
KAIY,2948,100,ASP,1,0,11,29
KAIZ,6497,100,ASP,1,0,3,21
KAJG,4000,100,ASP,1,0,4,22
KAJG,4500,75,ASP,1,0,13,31
KAJO,3199,60,ASP,1,0,7,25
KAJR,5500,100,ASP,1,0,6,24
KAJZ,5598,75,ASP,1,0,3,21
KAK,1949,,,0,0,11,29
KAKH,3769,100,ASP,1,0,3,21
KAKO,7000,100,ASP,1,0,11,29
KAKQ,4337,75,ASP,1,0,2,20
KAKR,2336,100,ASP,1,0,1,19
KAKR,6337,150,ASP,1,0,7,25
KALB,7200,150,ASP,1,0,1,19
KALB,7200,150,ASP,1,0,10,28
KALI,4171,130,ASP,0,1,8,26
KALI,5997,100,ASP,1,0,13,31
KALI,4490,100,ASP,1,0,17,35
KALM,7006,150,ASP,1,0,3,21
KALM,3512,200,GRE,0,0,16,34
KALN,8101,150,ASP,1,0,11,29
KALN,6500,100,ASP,1,0,17,35
KALO,5403,129,ASP,1,0,6,24
KALO,8400,150,ASP,1,0,12,30
KALO,6002,150,ASP,1,0,18,36
KALS,8519,100,ASP,1,0,2,20
KALS,3200,100,GRE,0,0,6,24
KALW,6526,150,ASP,1,0,2,20
KALW,4486,150,PEM,0,0,7,25
KALW,5948,150,PEM,0,0,16,34
KALX,5425,96,ASP,1,0,18,36
KAMA,13502,300,CON,1,0,4,22
KAMA,7901,150,CON,1,0,13,31
KAMG,5000,100,ASP,1,0,15,33
KAMN,5000,75,ASP,1,0,9,27
KAMN,3200,75,ASP,1,0,18,36
KAMT,3762,65,ASP,1,0,5,23
KAMW,5700,100,ASP,1,0,1,19
KAMW,3492,100,ASP,1,0,13,31
KANB,7000,150,ASP,1,0,5,23
KAND,6002,150,ASP,1,0,5,23
KAND,4995,150,ASP,0,0,17,35
KANE,4001,75,ASP,1,0,9,27
KANE,4855,100,ASP,1,0,18,36
KANJ,5235,100,ASP,1,0,14,32
KANK,7347,75,ASP,1,0,6,24
KANP,2500,48,ASP,1,0,12,30
KANQ,4540,75,ASP,1,0,5,23
KANW,5501,75,ASPH-F,0,0,13,31
KANW,6824,110,ASP,1,0,17,35
KANY,2200,150,GRS,0,0,10,28
KANY,3598,70,ASP,1,0,17,35
KAOC,6600,75,ASP,1,0,6,24
KAOH,5149,150,ASP,1,0,9,27
KAOH,3994,150,COM,0,1,14,32
KAOO,5466,100,ASP,1,0,3,21
KAOO,3668,75,ASP,1,0,12,30
KAOV,3634,50,ASP,1,0,13,31
KAPA,4800,75,ASP,1,0,10,28
KAPA,10002,100,ASP,1,0,17L,35R
KAPA,7004,77,ASP,1,0,17R,35L
KAPC,5007,150,CON,1,0,6,24
KAPC,2510,75,ASP,0,0,18L,36R
KAPC,5931,150,ASP,1,0,18R,36L
KAPF,5290,150,ASP,1,0,5,23
KAPF,5000,100,ASP,1,0,14,32
KAPF,1850,100,TURF,0,0,NE,SW
KAPG,7997,200,ASP,1,0,4,22
KAPG,4849,149,ASP,0,0,8,26
KAPG,5004,149,ASP,0,0,17,35
KAPH,2201,100,GRS,0,0,5,23
KAPN,9001,150,CON,1,0,1,19
KAPN,5031,100,CON,1,0,7,25
KAPT,3500,75,ASP,1,0,4,22
KAPV,4099,60,ASP,1,0,8,26
KAPV,6498,150,ASP,1,0,18,36
KAPY,5000,60,ASP,1,0,12,30
KAQ,1578,98,Brown gravel,0,0,15,33
KAQO,3240,150,GRS,0,0,13,31
KAQO,4202,75,ASP,1,0,17,35
KAQP,2725,157,GRS,0,0,4,22
KAQP,3500,75,ASP,1,0,13,31
KAQR,3015,40,ASP,1,0,18,36
KAQW,4300,100,ASP,1,0,11,29
KARA,8002,200,CON,1,0,16,34
KARA,5000,150,WATER,0,0,16W,34W
KARB,3505,75,CON,1,0,6,24
KARB,2750,110,GRS,0,1,12,30
KARG,6001,150,CON,1,0,4,22
KARG,5003,150,CON,0,0,13,31
KARG,5001,150,CON,1,0,18,36
KARM,5004,75,ASP,1,0,14,32
KARR,6501,100,CON,1,0,9,27
KARR,5502,100,CON,1,0,15,33
KARR,3199,75,ASP,1,0,18,36
KART,5000,150,ASP,1,0,7,25
KART,5000,150,ASP,1,0,10,28
KARV,3602,75,ASP,1,0,10,28
KARV,5150,100,ASP,1,0,18,36
KARW,3434,75,ASP,1,0,7,25
KASD,4058,100,ASP,1,0,18,36
KASE,7006,100,ASP,1,0,15,33
KASG,5302,75,ASP,1,0,18,36
KASH,5501,100,ASP,1,0,14,32
KASJ,4502,75,ASP,1,0,1,19
KASL,3298,60,ASP,0,0,1,19
KASL,5000,100,ASP,1,0,15,33
KASN,6001,100,ASP,1,0,3,21
KAST,5796,100,ASP,1,0,8,26
KAST,4996,100,ASP,1,0,13,31
KASW,6000,100,ASP,1,0,9,27
KASW,4020,75,ASP,1,0,18,36
KASX,5199,100,ASP,1,0,2,20
KASX,3498,75,ASP,1,0,13,31
KASY,2825,150,GRS,0,0,8,26
KASY,4300,60,ASP,1,0,14,32
KATA,3800,60,ASP,1,0,5,23
KATA,2463,150,GRS,0,1,15,33
KATL,9000,150,CON,1,0,08L,26R
KATL,10000,150,CON,1,0,08R,26L
KATL,11890,150,CON,1,0,09L,27R
KATL,9001,150,CON,1,0,09R,27L
KATL,9000,150,CON,1,0,10,28
KATS,6301,150,ASP,1,0,3,21
KATS,5390,150,ASP,1,0,12,30
KATW,8002,150,CON,1,0,3,21
KATW,6501,150,CON,1,0,11,29
KATY,6900,150,ASP,1,0,12,30
KATY,6895,150,ASP,1,0,17,35
KAUG,2703,75,ASP,1,0,8,26
KAUG,5001,150,ASP,1,0,17,35
KAUH,4301,75,ASP,1,0,16,34
KAUM,5800,100,CONC-G,0,0,17,35
